ID,NPS 2011,NPS 2010,NPS 2009,NPS 2008,>= 3 FPP Date,>= 10 FPP Date,>= 20 FPP Date,>= 35 FPP Date
1861,10,,,,12/11/2010,17/11/2010,,
1862,,,,,04/06/2010,18/10/2010,,
1863,,10,,8,10/09/2010,24/11/2010,,
1864,10,,,,03/10/2010,16/10/2010,,
1865,7,,,,25/10/2010,03/11/2010,,
1866,9,,,,18/11/2010,01/12/2010,,
1867,9,,,10,10/12/2010,17/12/2010,,
1868,10,,10,,10/06/2010,14/06/2010,,
1869,,,,,25/04/2011,25/04/2011,25/04/2011,25/04/2011
1870,,,,,21/09/2010,05/10/2010,18/10/2010,26/10/2010
1871,9,,8,8,19/04/2010,28/04/2010,31/05/2010,
1872,,10,10,,23/09/2010,17/05/2011,,
1873,9,10,10,9,30/04/2010,30/05/2010,27/10/2010,
1874,,9,10,9,15/01/2011,10/02/2011,,
1875,10,10,10,10,31/03/2010,06/04/2010,19/04/2010,24/05/2010
1876,10,,,,23/04/2010,28/05/2010,07/06/2010,
1877,10,,10,,04/05/2010,17/05/2010,27/05/2010,07/06/2010
1878,10,8,,,01/10/2010,,,
1879,10,,,10,29/05/2010,01/06/2010,12/08/2010,04/11/2010
1880,10,,,,12/04/2010,01/05/2010,15/10/2010,
1881,,,,,14/11/2010,,,
1882,,10,10,10,11/10/2010,,,
1883,10,10,10,10,25/03/2010,25/03/2010,25/03/2010,29/03/2010
1884,10,10,,,15/10/2010,27/10/2010,15/11/2010,
1885,9,8,10,,09/09/2010,,,
1886,10,10,10,,20/09/2010,25/10/2010,,
1887,10,10,,,07/12/2010,10/12/2010,16/12/2010,22/12/2010
1888,10,,,,05/10/2010,15/10/2010,20/10/2010,22/10/2010
1889,,,,,31/05/2010,01/06/2010,08/06/2010,
1890,10,10,,,14/05/2010,07/06/2010,17/11/2010,
1891,,10,,,29/11/2010,29/11/2010,29/11/2010,29/11/2010
1892,,8,,,09/03/2011,,,
1893,10,10,,,09/10/2010,19/10/2010,01/12/2010,
1894,10,,,,30/09/2010,18/10/2010,,
1895,,,,,13/10/2010,26/10/2010,,
1896,9,,,,21/10/2010,27/10/2010,07/11/2010,13/11/2010
1897,,,,,20/11/2010,23/11/2010,,
1898,10,9,9,9,24/01/2011,09/02/2011,11/02/2011,02/06/2011
1899,,,,,29/03/2011,29/03/2011,29/03/2011,29/03/2011
1900,10,9,10,9,08/10/2010,16/10/2010,23/10/2010,28/10/2010
1901,6,10,10,,12/01/2011,12/01/2011,12/01/2011,12/01/2011
1902,,10,,,30/09/2010,12/10/2010,,
1903,7,,,,29/11/2010,29/11/2010,29/11/2010,07/12/2010
1904,,,,,10/03/2011,10/03/2011,10/03/2011,06/04/2011
1905,10,,10,,26/05/2010,,,
1906,9,9,10,8,31/05/2010,14/10/2010,,
1907,10,,6,,19/04/2010,26/10/2010,,
1908,10,9,9,,02/05/2010,20/05/2010,28/05/2010,10/10/2010
1909,,8,,,01/10/2010,,,
1910,9,,10,,25/02/2010,30/03/2010,,
1911,9,8,10,10,11/05/2010,01/06/2010,,
1912,10,,,,21/09/2010,11/10/2010,15/10/2010,
1913,,,10,,12/10/2010,15/10/2010,,
1914,,10,10,,20/10/2010,,,
1915,9,10,8,,30/09/2010,,,
1916,7,8,,,07/10/2010,,,
1917,10,,,,24/09/2010,29/09/2010,,
1918,,,,,03/10/2010,18/04/2011,,
1919,,,,,16/09/2010,29/09/2010,,
1920,10,,,,,,,
1921,10,,,,18/11/2010,22/11/2010,30/11/2010,03/12/2010
1922,8,,,,02/04/2010,19/04/2010,30/04/2010,25/05/2010
1923,,10,9,,15/03/2011,15/03/2011,16/03/2011,23/03/2011
1924,10,,,,17/10/2010,21/10/2010,22/10/2010,25/10/2010
1925,,,,,23/02/2011,28/02/2011,02/03/2011,04/03/2011
1926,9,,9,9,16/03/2010,24/05/2010,31/05/2010,
1927,8,9,9,,15/10/2010,30/10/2010,05/11/2010,
1928,8,9,9,,15/10/2010,02/11/2010,12/05/2011,
1929,9,,,,20/10/2010,28/10/2010,04/11/2010,03/12/2010
1930,9,,10,,25/01/2010,07/04/2010,04/06/2010,
1931,8,10,10,,27/10/2010,04/11/2010,09/11/2010,13/11/2010
1932,,,,,23/09/2010,09/10/2010,14/10/2010,03/11/2010
1933,8,9,9,9,11/06/2010,,,
1934,10,,10,,01/06/2010,15/10/2010,,
1935,10,,10,,30/11/2010,,,
1936,10,,,,01/11/2010,15/11/2010,,
1937,10,9,,,27/09/2010,22/10/2010,,
1938,10,,,,24/03/2011,08/04/2011,08/04/2011,
1939,10,,,10,12/05/2010,,,
1940,,,,,10/11/2010,17/11/2010,19/11/2010,23/11/2010
1941,10,,10,,30/11/2010,,,
1942,10,10,,,08/03/2011,16/03/2011,18/03/2011,11/04/2011
1943,,,,,09/05/2011,09/05/2011,09/05/2011,09/05/2011
1944,10,10,,7,07/10/2010,,,
1945,10,,,,27/09/2010,06/10/2010,,
1946,9,,9,,22/03/2010,05/04/2010,09/04/2010,
1947,10,10,10,,21/09/2010,15/10/2010,,
1948,10,8,,,28/10/2010,,,
1949,9,10,10,,16/10/2010,28/11/2010,,
1950,9,,,,24/05/2010,02/06/2010,,
1951,10,10,,,05/11/2010,05/11/2010,,
1952,9,10,8,8,10/05/2010,10/05/2010,11/05/2010,12/05/2010
1953,,7,,,25/05/2010,21/10/2010,,
1954,10,,10,,19/10/2010,19/10/2010,,
1955,,,9,,20/10/2010,,,
1956,10,,,,01/09/2010,,,
1957,,,,10,24/05/2010,03/10/2010,11/04/2011,
1958,,,,10,01/04/2010,07/05/2010,12/05/2011,
1959,,10,,,13/10/2010,,,
1960,9,,,,13/04/2010,,,
1961,10,9,9,10,20/05/2010,24/05/2010,28/05/2010,01/06/2010
1962,8,,,,03/09/2010,05/10/2010,,
1963,6,,,1,02/02/2011,25/02/2011,,
1964,10,10,,,28/04/2010,15/05/2010,,
1965,8,9,7,,29/05/2010,11/06/2010,,
1966,9,10,8,8,03/05/2010,13/05/2010,28/05/2010,23/09/2010
1967,10,8,10,8,13/09/2010,20/10/2010,,
1968,7,9,,,11/10/2010,24/10/2010,14/04/2011,
1969,10,9,9,8,30/04/2010,14/05/2010,31/05/2010,
1970,9,,,,10/05/2010,24/10/2010,,
1971,9,10,,,21/09/2010,24/10/2010,08/11/2010,
1972,10,,,,21/09/2010,,,
1973,,10,,8,14/10/2010,,,
1974,8,,,,03/10/2010,09/11/2010,,
1975,10,,,,30/09/2010,18/10/2010,25/10/2010,
1976,,10,,,29/10/2010,,,
1977,10,,10,,15/02/2010,15/02/2010,05/03/2010,27/04/2010
1978,10,,,,19/04/2011,,,
1979,10,,,,14/11/2010,,,
1980,10,10,10,,31/10/2010,14/11/2010,,
1981,10,10,10,10,13/05/2010,06/07/2010,,
1982,10,,,,29/11/2010,,,
1983,10,,,,18/05/2010,28/05/2010,,
1984,10,,,,30/09/2010,08/11/2010,,
1985,9,10,,,04/03/2010,27/05/2010,07/06/2010,
1986,10,,,,17/09/2010,30/09/2010,03/10/2010,
1987,,,,,14/05/2010,18/05/2010,26/05/2010,16/09/2010
1988,10,10,10,9,23/03/2010,30/03/2010,29/04/2010,
1989,8,,9,,24/05/2010,29/05/2010,29/10/2010,
1990,10,,,,24/05/2010,09/06/2010,,
1991,10,,,,02/11/2010,17/11/2010,,
1992,10,10,10,10,05/11/2010,,,
1993,9,8,,,09/10/2010,19/10/2010,27/10/2010,
1994,10,,8,,19/05/2010,01/06/2011,,
1995,6,,,10,22/04/2010,27/04/2010,,
1996,10,,,,29/09/2010,05/10/2010,,
1997,,,,,01/11/2010,,,
1998,9,,,,04/11/2010,19/11/2010,06/06/2011,
1999,10,10,8,7,01/05/2010,03/09/2010,21/10/2010,
2000,10,,10,,26/04/2010,26/05/2010,31/05/2010,28/12/2010
2001,10,10,10,10,05/03/2010,07/04/2010,01/06/2010,
2002,10,5,9,8,29/04/2010,17/05/2010,20/05/2010,28/05/2010
2003,,,8,9,01/06/2010,,,
2004,10,,10,10,19/02/2010,02/10/2010,05/10/2010,09/06/2011
2005,10,10,10,9,27/05/2010,02/06/2010,28/02/2011,
2006,10,10,10,,20/09/2010,18/10/2010,,
2007,10,,10,10,22/05/2010,28/05/2010,08/06/2010,
2008,8,10,,9,23/05/2010,01/06/2010,,
2009,,,10,10,18/05/2010,08/06/2010,,
2010,10,,,10,25/05/2010,11/06/2010,08/11/2010,
2011,10,9,,,03/05/2010,24/05/2010,28/09/2010,05/11/2010
2012,7,,,,09/06/2010,23/05/2011,,
2013,,,,,28/09/2010,,,
2014,10,10,10,10,26/04/2010,16/05/2010,30/05/2010,07/10/2010
2015,10,10,,,06/10/2010,30/10/2010,,
2016,,,,,14/06/2010,29/10/2010,,
2017,9,10,10,10,25/05/2010,15/09/2010,15/10/2010,
2018,,10,10,10,01/06/2010,17/10/2010,25/10/2010,
2019,10,10,10,9,29/05/2010,01/06/2010,13/10/2010,
2020,,10,,,28/05/2010,21/09/2010,01/10/2010,
2021,10,10,,9,26/05/2010,01/06/2010,08/06/2010,25/02/2011
2022,9,,,,04/10/2010,20/10/2010,,
2023,,10,8,,31/05/2010,04/06/2010,19/09/2010,10/10/2010
2024,10,10,9,10,21/10/2010,04/11/2010,22/11/2010,
2025,,,,,28/05/2010,01/06/2010,,
2026,8,8,,,12/03/2010,30/03/2010,22/05/2010,
2027,10,,10,8,25/03/2011,,,
2028,8,,10,,27/04/2010,22/05/2010,01/06/2010,30/01/2011
2029,10,,,,26/04/2010,26/04/2010,,
2030,10,,,,12/11/2010,,,
2031,10,10,10,10,06/11/2010,13/11/2010,21/11/2010,
2032,8,9,,,03/11/2010,09/11/2010,01/12/2010,
2033,10,,8,,19/05/2010,29/05/2010,01/06/2010,18/03/2011
2034,10,8,10,,20/05/2010,26/10/2010,02/11/2010,
2035,8,,10,,14/05/2010,30/05/2010,13/10/2010,
2036,10,10,9,9,26/05/2010,11/08/2010,25/09/2010,
2037,10,,,,11/10/2010,,,
2038,10,9,10,,15/11/2010,06/12/2010,,
2039,,9,10,9,25/05/2010,01/06/2010,,
2040,,10,,10,13/10/2010,20/10/2010,29/10/2010,01/11/2010
2041,9,,,10,20/09/2010,04/10/2010,11/10/2010,14/10/2010
2042,7,,,,27/09/2010,01/10/2010,,
2043,10,,,,31/01/2011,,,
2044,10,10,10,10,29/09/2010,11/10/2010,18/10/2010,26/10/2010
2045,10,10,10,,31/05/2010,07/06/2010,06/10/2010,
2046,10,10,,,01/11/2010,,,
2047,10,,,,09/06/2010,,,
2048,,,,,18/11/2010,18/11/2010,18/11/2010,
2049,10,,,,15/10/2010,28/10/2010,,
2050,7,,,,19/10/2010,02/11/2010,13/11/2010,18/11/2010
2051,9,,,,09/11/2010,,,
2052,,,,,06/03/2011,,,
2053,10,,,10,24/05/2010,02/06/2010,13/09/2010,01/10/2010
2054,,,10,,24/04/2010,10/05/2010,03/05/2010,18/05/2010
2055,,,,,06/05/2010,02/01/2011,,
2056,,,,,19/05/2010,02/06/2010,,
2057,,,9,,13/04/2010,13/04/2010,,
2058,10,9,10,,23/09/2010,05/10/2010,14/10/2010,29/10/2010
2059,,,,,26/10/2010,,,
2060,8,,,,10/12/2010,,,
2061,10,10,,10,28/04/2011,28/04/2011,28/04/2011,
2062,10,10,10,,26/05/2010,23/09/2010,,
2063,8,8,10,10,01/06/2010,11/10/2010,,
2064,10,,,,14/05/2010,,,
2065,10,,,,19/05/2010,21/04/2011,,
2066,,,,,10/03/2011,10/03/2011,10/03/2011,10/03/2011
2067,,,,,19/11/2010,,,
2068,10,10,10,10,30/04/2010,20/05/2010,27/05/2010,15/06/2010
2069,,,,10,30/05/2010,01/06/2010,,
2070,,,9,10,13/05/2010,27/05/2010,21/06/2010,
2071,10,,,,09/04/2010,05/05/2010,,
2072,9,10,9,,27/05/2010,01/06/2010,05/10/2010,
2073,,10,,10,29/09/2010,,,
2074,10,9,10,10,04/10/2010,29/10/2010,,
2075,10,10,8,10,09/11/2010,06/01/2011,14/01/2011,24/01/2011
2076,10,,10,,08/11/2010,,,
2077,10,6,10,,03/01/2011,19/01/2011,21/01/2011,28/02/2011
2078,6,10,,,21/05/2010,01/06/2010,,
2079,10,,,,06/06/2010,29/06/2010,,
2080,10,9,,,28/05/2010,,,
2081,10,,,10,01/10/2010,14/10/2010,,
2082,,,8,,31/05/2010,08/06/2010,29/09/2010,
2083,10,,10,10,23/02/2010,26/10/2010,,
2084,,10,,,24/09/2010,07/01/2011,,
2085,8,,,,11/10/2010,18/10/2010,20/10/2010,
2086,,,9,8,30/11/2010,,,
2087,,10,9,8,26/05/2010,,,
2088,,10,10,8,31/05/2010,08/06/2010,20/01/2011,
2089,8,,9,,26/04/2010,25/04/2010,02/06/2010,
2090,,,9,10,09/03/2010,26/03/2010,27/05/2010,08/06/2010
2091,10,,,,17/05/2010,30/05/2010,,
2092,9,,,,25/05/2010,31/05/2010,,
2093,10,,,,19/10/2010,,,
2094,10,,,,20/05/2010,02/06/2010,,
2095,10,10,9,10,11/10/2010,,,
2096,10,10,10,,27/05/2010,,,
2097,,,8,8,01/11/2010,,,
2098,9,,,,28/05/2010,12/11/2010,,
2099,,,,,26/07/2010,26/07/2010,04/12/2010,
2100,10,10,,,21/09/2010,13/10/2010,21/10/2010,
2101,10,10,,,27/09/2010,,,
2102,10,,,,09/10/2010,13/10/2010,18/10/2010,
2103,10,,,,29/10/2010,19/11/2010,,
2104,,,,,03/11/2010,07/11/2010,12/11/2010,
2105,9,,10,,17/11/2010,15/12/2010,,
2106,,,,,19/11/2010,,,
2107,9,9,,,23/11/2010,,,
2108,10,,10,,28/05/2010,01/06/2010,,
2109,9,,,,15/12/2010,,,
2110,10,,,10,12/05/2010,30/05/2010,,
2111,10,,10,10,17/03/2010,25/03/2010,12/04/2010,
2112,10,,9,,23/02/2010,,,
2113,9,,10,,10/10/2010,15/11/2010,,
2114,10,10,,7,17/04/2010,24/05/2010,02/06/2010,28/01/2011
2115,10,10,9,9,19/05/2010,25/05/2010,31/05/2010,02/06/2010
2116,9,10,9,,23/09/2010,30/03/2011,,
2117,,,,,08/06/2009,09/06/2009,,
2118,,,10,10,10/12/2009,26/04/2011,,
2119,10,,,,23/04/2010,01/10/2010,,
2120,8,,10,8,08/10/2010,28/03/2011,,
2121,,,,,17/11/2009,17/02/2010,,
2122,10,,,,04/05/2010,,,
2123,10,,,,01/06/2010,,,
2124,7,,,,23/09/2010,13/10/2010,,
2125,10,,,,27/09/2010,,,
2126,10,10,,,08/10/2010,,,
2127,10,,,,27/10/2010,,,
2128,,,,,01/11/2010,,,
2129,9,,,,21/10/2010,,,
2130,,10,9,,01/06/2010,14/06/2010,21/09/2010,25/10/2010
2131,10,10,10,10,01/06/2010,12/06/2010,15/10/2010,
2132,10,10,10,10,06/06/2010,11/06/2010,11/10/2010,
2133,,,9,,14/09/2010,22/09/2010,,
2134,,10,9,8,31/05/2010,05/10/2010,,
2135,8,9,,,01/06/2010,,,
2136,10,,,,20/05/2010,27/05/2010,,
2137,10,,,8,11/06/2010,05/10/2010,06/11/2010,
2138,,,,,14/06/2010,,,
2139,9,10,,9,01/06/2010,01/12/2010,,
2140,,,,,30/10/2010,03/11/2010,,
2141,9,10,9,,30/04/2010,09/05/2010,25/05/2010,28/09/2010
2142,10,10,10,10,23/05/2010,03/10/2010,,
2143,10,10,,,18/10/2010,,,
2144,10,10,10,,29/05/2010,03/05/2011,,
2145,9,,,,15/04/2010,23/04/2010,,
2146,10,10,10,10,24/05/2010,31/05/2010,01/07/2010,18/10/2010
2147,10,,,9,14/06/2010,,,
2148,,,,,01/04/2010,29/04/2010,03/05/2010,30/05/2010
2149,9,10,7,9,12/10/2010,,,
2150,10,,,,21/09/2010,05/10/2010,08/10/2010,
2151,9,,10,,18/05/2010,14/10/2010,,
2152,10,9,,,01/10/2010,22/10/2010,,
2153,7,,,10,10/06/2010,17/09/2010,27/09/2010,
2154,9,8,9,6,02/08/2010,01/10/2010,11/10/2010,26/10/2010
2155,9,,,,26/05/2010,01/06/2010,,
2156,,,,,07/05/2010,10/05/2010,18/05/2010,02/06/2010
2157,10,9,10,9,09/03/2010,17/05/2010,22/08/2010,13/10/2010
2158,10,,,,21/09/2010,04/10/2010,19/10/2010,09/05/2011
2159,8,10,,,30/10/2010,04/11/2010,,
2160,10,,10,7,20/05/2010,25/09/2010,15/10/2010,
2161,7,,10,10,31/05/2010,01/06/2010,,
2162,9,9,9,,31/05/2010,,,
2163,,,,,01/06/2010,,,
2164,,,,,10/05/2010,31/05/2010,,
2165,10,10,9,,25/05/2010,15/09/2010,,
2166,7,10,,,30/09/2010,13/10/2010,,
2167,9,,10,,28/04/2010,26/05/2010,04/06/2010,30/10/2010
2168,10,10,,,20/09/2010,21/09/2010,,
2169,10,10,,,11/09/2010,,,
2170,,,,7,10/09/2010,,,
2171,10,,,,18/10/2010,,,
2172,,,,,18/11/2010,18/11/2010,18/11/2010,18/11/2010
2173,9,8,,10,28/05/2010,07/06/2010,,
2174,9,,9,10,30/04/2010,18/05/2010,31/05/2010,10/06/2010
2175,10,10,10,10,19/05/2010,04/06/2010,29/10/2010,
2176,10,10,,,21/09/2010,12/10/2010,22/10/2010,27/10/2010
2177,,10,,,06/06/2010,16/06/2010,08/12/2010,
2178,,,,,21/10/2010,01/11/2010,21/04/2011,
2179,10,10,,,28/09/2010,08/10/2010,,
2180,10,10,10,10,16/03/2010,16/03/2010,16/03/2010,17/03/2010
2181,8,10,8,10,23/05/2010,,,
2182,9,10,10,7,14/05/2010,01/06/2010,,
2183,9,9,10,8,05/06/2010,08/06/2010,,
2184,,,10,,06/04/2011,06/04/2011,06/04/2011,
2185,10,,,,05/05/2010,,,
2186,10,,10,,,,,
2187,,,,,27/10/2010,,,
2188,,,10,,20/06/2010,09/10/2010,14/10/2010,19/10/2010
2189,8,9,9,,03/03/2010,21/04/2010,19/09/2010,08/10/2010
2190,,,9,,22/10/2010,15/11/2010,30/11/2010,
2191,10,10,10,8,26/03/2010,,,
2192,5,,,9,28/05/2010,02/06/2010,,
2193,7,,,,14/11/2010,,,
2194,10,,,,03/06/2010,18/10/2010,,
2195,8,,,,07/06/2011,,,
2196,10,,,,10/05/2010,06/06/2010,,
2197,10,,10,,12/05/2010,,,
2198,10,,,,06/10/2010,,,
2199,10,,10,,04/11/2010,,,
2200,10,9,7,10,18/05/2010,01/06/2010,02/03/2011,
2201,8,8,4,8,22/05/2010,29/09/2010,,
2202,10,9,6,8,02/06/2010,02/06/2010,06/10/2010,13/10/2010
2203,9,,,10,19/05/2010,08/03/2011,,
2204,10,8,9,10,28/09/2010,,,
2205,10,10,10,10,21/04/2010,06/04/2010,09/05/2010,31/05/2010
2206,8,10,10,10,30/04/2010,18/05/2010,01/06/2010,
2207,,,,10,05/04/2010,03/05/2010,23/05/2010,27/05/2010
2208,10,10,10,10,28/09/2010,20/11/2010,25/01/2011,
2209,9,8,,9,20/04/2010,20/04/2010,20/04/2010,24/04/2010
2210,7,,10,,11/05/2010,30/05/2010,27/07/2010,
2211,,,,,24/05/2010,01/06/2010,,
2212,,,10,6,27/09/2010,,,
2213,,10,,,06/10/2010,,,
2214,8,9,,10,30/05/2010,29/10/2010,10/11/2010,
2215,7,,,,27/05/2010,,,
2216,10,,,,08/03/2010,13/03/2010,12/05/2011,
2217,10,10,,8,26/08/2010,15/10/2010,,
2218,10,10,10,10,24/05/2010,01/10/2010,15/10/2010,
2219,10,,,,25/05/2010,,,
2220,10,,,,10/12/2009,14/12/2009,08/02/2010,
2221,,,,,09/06/2010,,,
2222,,,10,,17/10/2010,,,
2223,8,,,,04/10/2010,,,
2224,10,10,,,14/10/2010,18/10/2010,,
2225,,,,,01/10/2010,09/10/2010,,
2226,,9,,,24/09/2010,29/09/2010,13/10/2010,06/12/2010
2227,,,,,24/10/2010,,,
2228,8,8,,3,27/05/2010,31/05/2010,01/06/2010,08/06/2010
2229,,,10,,01/03/2010,11/03/2010,15/03/2010,12/04/2010
2230,5,8,7,9,23/10/2010,30/11/2010,,
2231,10,,9,10,10/05/2010,10/05/2010,03/05/2010,
2232,,,,,10/10/2010,18/10/2010,,
2233,10,10,10,10,27/05/2010,19/10/2010,06/12/2010,
2234,9,9,8,7,26/04/2010,26/05/2010,01/11/2010,
2235,8,7,9,10,08/06/2010,29/09/2010,,
2236,10,10,,10,01/07/2010,15/10/2010,16/11/2010,
2237,,,,,13/12/2010,15/12/2010,15/12/2010,
2238,8,,9,,09/11/2010,19/11/2010,,
2239,,,,,20/04/2010,,,
2240,9,,,10,26/04/2010,07/11/2010,,
2241,8,,,,30/11/2010,05/12/2010,,
2242,10,9,9,10,28/05/2010,01/06/2010,,
2243,10,10,10,10,27/05/2010,01/06/2010,20/08/2010,
2244,10,,,,03/05/2010,,,
2245,9,,,,,,,
2246,9,,,,01/11/2010,01/12/2010,,
2247,10,,,,06/12/2010,08/12/2010,,
2248,10,,5,,31/05/2010,,,
2249,10,10,10,10,17/05/2010,20/05/2010,01/06/2010,
2250,9,,10,,11/04/2010,17/04/2010,09/05/2010,26/05/2010
2251,10,,,,16/06/2010,16/10/2010,23/10/2010,
2252,8,,8,9,13/04/2010,19/04/2010,,
2253,,,10,,,,,
2254,,,,,12/04/2010,21/04/2010,,
2255,,10,,,26/05/2010,27/05/2010,,
2256,10,,10,,01/06/2010,,,
2257,10,,9,,20/04/2010,10/05/2010,14/05/2010,31/05/2010
2258,,10,8,6,01/06/2010,30/09/2010,,
2259,9,,,,25/05/2010,31/05/2010,,
2260,,,,,16/03/2010,19/04/2011,,
2261,,,,,28/09/2010,27/10/2010,,
2262,,,,,22/09/2010,22/09/2010,08/10/2010,
2263,9,,,,20/11/2010,26/11/2010,,
2264,,10,9,10,14/07/2010,15/10/2010,,
2265,10,10,9,,21/06/2010,23/10/2010,,
2266,,,,,29/04/2010,07/05/2010,12/05/2010,15/05/2010
2267,10,,,,11/03/2011,11/03/2011,15/03/2011,
2268,9,9,,,27/05/2010,18/06/2010,23/10/2010,
2269,,,10,8,25/05/2010,31/05/2010,28/09/2010,
2270,10,,,,24/05/2010,26/05/2010,29/05/2010,
2271,9,,8,,19/03/2010,16/04/2010,26/05/2010,07/06/2010
2272,10,,,,30/11/2010,,,
2273,10,10,10,10,31/01/2011,,,
2274,10,,9,,25/05/2010,28/05/2010,,
2275,10,,,10,12/05/2010,09/06/2010,,
2276,10,,,,16/09/2010,30/09/2010,,
2277,9,9,9,9,02/06/2010,02/06/2010,,
2278,10,,9,,15/10/2010,,,
2279,10,,,,27/09/2010,,,
2280,10,,,,01/10/2010,04/10/2010,,
2281,,,,,28/05/2010,,,
2282,10,,10,,10/03/2010,11/03/2010,11/03/2010,
2283,10,,,,24/09/2010,15/10/2010,,
2284,,10,10,,01/06/2010,07/11/2010,,
2285,10,10,,10,28/10/2010,12/11/2010,,
2286,10,,,,28/11/2010,03/12/2010,08/12/2010,
2287,,,,,25/10/2010,,,
2288,8,,,,08/10/2010,,,
2289,10,,,,15/11/2010,,,
2290,10,,,,09/11/2010,,,
2291,,,,,15/11/2010,,,
2292,10,10,10,10,02/06/2010,06/10/2010,03/12/2010,
2293,10,,9,,13/04/2010,13/04/2010,13/04/2010,17/04/2010
2294,,,,,29/05/2010,,,
2295,10,,,,12/04/2010,31/05/2010,04/11/2010,
2296,9,,,,24/10/2010,,,
2297,8,,,,24/05/2010,12/06/2010,,
2298,9,,,,21/05/2010,,,
2299,,9,,,18/11/2010,,,
2300,,,,,08/06/2010,27/10/2010,,
2301,,,,,05/04/2010,04/10/2010,,
2302,8,,,,29/10/2010,,,
2303,8,,,,04/11/2010,,,
2304,,10,,,12/10/2010,07/01/2011,,
2305,10,,,,05/12/2010,13/12/2010,15/12/2010,15/01/2011
2306,,10,,,26/04/2010,27/04/2010,27/04/2010,
2307,,,,,01/06/2010,,,
2308,9,,,,27/04/2010,10/05/2010,,
2309,10,,,,13/10/2010,28/10/2010,,
2310,7,,,,08/06/2010,05/10/2010,,
2311,10,9,,9,04/05/2010,27/09/2010,,
2312,10,,,,21/05/2010,14/04/2011,,
2313,8,,,,09/06/2010,09/06/2010,,
2314,10,10,10,10,01/10/2010,,,
2315,10,,10,,01/12/2010,,,
2316,10,,,10,13/10/2010,17/02/2011,,
2317,,10,,10,,,,
2318,10,10,10,10,07/05/2010,,,
2319,,9,,10,16/06/2011,,,
2320,,,,10,30/09/2010,19/10/2010,10/02/2011,
2321,10,,10,,19/05/2010,27/05/2010,31/05/2010,01/06/2010
2322,10,,,,23/12/2010,04/01/2011,06/01/2011,08/01/2011
2323,10,,,,25/09/2010,26/09/2010,30/09/2010,17/10/2010
2324,10,,10,10,15/05/2010,28/05/2010,01/06/2010,
2325,,,10,,29/05/2010,,,
2326,10,,,,20/05/2010,25/05/2010,25/05/2010,
2327,9,,,,04/06/2010,,,
2328,10,,10,,30/04/2010,14/06/2010,,
2329,,,,,20/05/2010,,,
2330,9,,,,15/03/2010,,,
2331,10,,10,,19/10/2010,18/11/2010,,
2332,9,,,,27/04/2010,07/05/2010,,
2333,,,,,18/10/2010,,,
2334,10,,,,20/05/2010,,,
2335,,5,5,,20/10/2010,27/10/2010,01/11/2010,
2336,10,9,,,20/10/2010,19/11/2010,,
2337,6,,,,26/03/2010,04/04/2011,,
2338,9,9,9,7,12/05/2010,24/05/2010,28/05/2010,07/06/2010
2339,8,,,,29/05/2010,07/06/2010,08/06/2010,09/06/2010
2340,8,,,,31/05/2010,03/06/2010,29/10/2010,
2341,10,10,,,15/09/2010,14/11/2010,,
2342,,,,,21/10/2010,22/10/2010,,
2343,10,,9,,04/07/2010,,,
2344,10,,,,14/03/2010,,,
2345,,,,,31/05/2010,,,
2346,10,9,8,,01/11/2010,17/11/2010,,
2347,10,,,8,08/11/2010,13/11/2010,18/11/2010,19/11/2010
2348,10,9,10,9,01/10/2010,13/10/2010,,
2349,9,9,9,9,14/10/2010,23/10/2010,30/10/2010,03/11/2010
2350,10,,,,16/04/2010,27/04/2010,02/06/2011,
2351,10,,,,24/05/2010,03/06/2010,,
2352,10,10,10,,08/06/2010,02/09/2010,18/09/2010,30/09/2010
2353,10,10,9,,01/10/2010,13/10/2010,29/10/2010,
2354,,,,,01/06/2010,10/06/2010,,
2355,10,,7,,31/10/2010,09/11/2010,,
2356,9,,,8,07/06/2010,,,
2357,10,,,,31/05/2010,08/10/2010,,
2358,6,,7,,01/06/2010,15/10/2010,,
2359,9,,,,26/05/2010,08/06/2010,,
2360,10,,10,10,31/01/2011,07/02/2011,09/06/2011,
2361,,,,,04/10/2010,,,
2362,,,,,10/01/2011,,,
2363,10,10,10,10,06/10/2010,18/10/2010,16/02/2011,
2364,,,10,,27/10/2010,01/11/2010,09/11/2010,
2365,8,,,,28/05/2010,04/06/2010,,
2366,10,,10,10,15/05/2010,24/05/2010,31/05/2010,01/07/2010
2367,9,,,,13/05/2010,31/05/2010,07/06/2010,14/03/2011
2368,10,,10,,06/10/2010,,,
2369,10,9,,,15/10/2010,,,
2370,8,,,,03/06/2010,21/10/2010,,
2371,10,9,,,23/05/2010,31/05/2010,,
2372,10,,,,25/05/2010,01/06/2010,,
2373,10,10,10,10,02/06/2010,04/10/2010,22/10/2010,
2374,10,,3,,13/10/2010,,,
2375,9,,,,15/10/2010,,,
2376,10,,10,,19/11/2010,,,
2377,10,,10,,16/10/2010,30/10/2010,10/11/2010,
2378,,,,,31/05/2010,01/06/2010,29/09/2010,10/10/2010
2379,10,10,10,10,08/10/2010,19/10/2010,26/10/2010,
2380,9,10,,9,28/05/2010,,,
2381,10,,,,16/09/2010,26/09/2010,30/09/2010,
2382,7,10,9,,16/11/2010,,,
2383,,,,,15/11/2010,01/12/2010,,
2384,10,,,,20/08/2010,21/08/2010,23/08/2010,
